allergy_id,customer_id
2,22901
2,2646
2,25814
2,29933
2,1842
2,6109
2,7460
2,19170
2,28529
2,10062
2,23753
2,8779
2,9278
2,1463
2,11968
2,27124
2,28828
2,10759
2,9755
2,8677
2,30070
2,24535
2,26090
2,16347
2,19758
2,12861
2,10225
2,29968
2,23301
2,18917
2,24977
2,3040
2,28305
2,1584
2,12885
2,5269
2,14583
2,28502
2,15694
2,11570
2,21106
2,15425
2,13100
2,29131
2,17446
2,24758
2,10360
2,2030
2,22827
2,22513
2,16343
2,12454
2,9367
2,21994
2,29493
2,27686
2,8112
2,1358
2,13744
2,24788
2,22171
2,15458
2,27040
2,20853
2,29068
2,2228
2,4756
2,8863
2,4447
2,20285
2,795
2,22950
2,4673
2,22930
2,8376
2,9424
2,18573
2,19196
2,26836
2,2154
2,22862
2,29690
2,29072
2,25014
2,28103
2,24051
2,10222
2,3662
2,19355
2,4868
2,28463
2,5751
2,11290
2,15324
2,19604
2,10541
2,10751
2,19
2,3984
2,27786
2,3408
2,1425
2,19825
2,17057
2,26920
2,20033
2,21420
2,13116
2,29965
2,27949
2,18953
2,25574
2,3296
2,8108
2,6169
2,28382
2,7080
2,14561
2,8271
2,7301
2,13817
2,371
2,29982
2,27907
2,17698
2,9132
2,2522
2,28018
2,1232
2,27222
2,12991
2,3616
2,16620
2,18533
2,11015
2,5022
2,26752
2,2674
2,18849
2,27549
2,7092
2,16690
2,7698
2,19531
2,14235
2,2666
2,5141
2,2166
2,22157
2,1337
2,27698
2,25450
2,15254
2,22971
2,6526
2,2043
2,21270
2,7250
2,15336
2,3589
2,22001
2,24906
2,14086
2,4911
2,26873
2,22960
2,13776
2,1956
2,29698
2,10654
2,25480
2,8075
2,7710
2,3643
2,14617
2,26821
2,20276
2,20703
2,9888
2,4356
2,28890
2,29616
2,22848
2,18782
2,21704
2,5961
2,19035
2,15832
2,16883
2,24234
2,9504
2,23693
2,7530
2,23149
2,2269
2,11980
2,25848
2,16580
2,5502
2,29883
2,14826
2,24562
2,13710
2,15275
2,13388
2,299
2,26384
2,13772
2,23836
2,3978
2,169
2,13647
2,843
2,15542
2,29395
2,14574
2,22996
2,24317
2,17512
2,20996
2,10577
2,2910
2,17097
2,13884
2,20842
2,23701
2,6959
2,1404
2,8529
2,16230
2,3465
2,14504
2,26068
2,5531
2,19664
2,3755
2,20914
2,23967
2,10119
2,24569
2,17484
2,8478
2,593
2,21512
2,533
2,29612
2,17924
2,26863
2,9474
2,21247
2,28900
2,714
2,23559
2,19705
2,22379
2,1661
2,1315
2,4696
2,28613
2,26505
2,22090
2,19078
2,21062
2,10189
2,23784
2,7681
2,14994
2,19578
2,19492
2,14647
2,10545
2,5182
2,22920
2,23375
2,16418
2,7140
2,3147
2,26252
2,29038
2,16932
2,6707
2,10466
2,23793
2,23512
2,15840
2,6813
2,19247
2,16266
2,22207
2,11356
2,19735
2,28509
2,16258
2,15183
2,21166
2,17155
2,15097
2,5577
2,1726
2,28674
2,27479
2,9263
2,29410
2,17224
2,14254
2,17024
2,20852
2,20131
2,29083
2,19251
2,23833
2,13636
2,10097
2,25327
2,21730
2,15329
2,14706
2,17012
2,26139
2,4755
2,2162
2,12371
2,17801
2,5905
2,16449
2,13913
2,5640
2,21637
2,20452
2,19425
2,23264
2,8585
2,26021
2,16121
2,34
2,28055
2,2136
2,29969
2,132
2,15521
2,22956
2,3381
2,18048
2,17676
2,11640
2,10342
2,9986
2,2663
2,3857
2,13007
2,19190
2,21415
2,17362
2,7013
2,21087
2,22476
2,17723
2,304
2,16317
2,26551
2,9498
2,927
2,390
2,7288
2,12999
2,22961
2,5443
2,20814
2,19466
2,2058
2,4914
2,11928
2,5990
2,19205
2,28869
2,14131
2,9958
2,19829
2,25986
2,2055
2,8709
2,418
2,26403
2,17872
2,10017
2,4326
2,23980
2,8195
2,5256
2,17400
2,14515
2,7679
2,8880
2,16597
2,21227
2,3824
2,7892
2,8072
2,14924
2,19536
2,25150
2,6127
2,12130
2,28166
2,4256
2,553
2,26661
2,47
2,17916
2,11768
2,16952
2,12150
2,14482
2,1824
2,28937
2,2597
2,28081
2,14257
2,4348
2,22358
2,27531
2,938
2,644
2,23996
2,22232
2,24703
2,3024
2,28903
2,7069
2,27970
2,1248
2,11638
2,10362
2,26311
2,10558
2,18980
2,4658
2,13965
2,7789
2,23062
2,6005
2,27826
2,3372
2,1880
2,11816
2,7605
2,16977
2,28019
2,7071
2,7920
2,11772
2,16643
2,16910
2,13607
2,18155
2,14190
2,24654
2,15369
2,12012
2,20966
2,21131
2,1667
2,11153
2,13290
2,23172
2,6711
2,12641
2,20944
2,5903
2,21243
2,21101
2,11171
2,26294
2,14468
2,8489
2,15904
2,25687
2,16021
2,15702
2,8593
2,3119
2,867
2,9249
2,15389
2,7864
2,3248
2,15341
2,24500
2,16912
2,26984
2,15309
2,25990
2,28521
2,3603
2,22854
2,1050
2,9903
2,2722
2,28676
2,5991
2,18676
2,2261
2,18869
2,28580
2,19140
2,27805
2,3124
2,27932
2,3817
2,27153
2,25345
2,9473
2,1632
2,6940
2,14705
2,12088
2,18367
2,17289
2,4311
2,77
2,16521
2,15729
2,17961
2,27021
2,17685
2,18684
2,17478
2,8546
2,4572
2,11306
2,15366
2,29326
2,8936
2,14209
2,2015
2,9730
2,6556
2,4952
2,21187
2,3630
2,15304
2,12141
2,28323
2,26347
2,10862
2,15628
2,24522
2,28054
2,13403
2,20788
2,25269
2,10807
2,10996
2,1195
2,10555
2,9403
2,2458
2,21369
2,20278
2,17649
2,8545
2,29924
2,21419
2,3292
2,18890
2,9437
2,13839
2,6110
2,27863
2,11651
2,18850
2,23802
2,10255
2,960
2,11694
2,16017
2,15380
2,16270
2,24075
2,22024
2,27589
2,9034
2,4676
2,27635
2,23896
2,10356
2,23463
2,21178
2,23457
2,25154
2,4462
2,15486
2,22551
2,10630
2,10784
2,7353
2,20334
2,9707
2,1718
2,12015
2,4792
2,6167
2,25612
2,8461
2,18268
2,15815
2,12736
2,7848
2,6423
2,18838
2,14864
2,19699
2,26575
2,6809
2,17794
2,29776
2,13984
2,24881
2,12035
2,13577
2,6424
2,18241
2,7001
2,5953
2,1401
2,29371
2,827
2,6634
2,28202
2,5260
2,26750
2,1963
2,9024
2,2016
2,7096
2,2000
2,3144
2,24275
2,24033
2,3715
2,3822
2,9814
2,9877
2,14787
2,4314
2,8728
2,18563
2,10518
2,7421
2,3523
2,13126
2,16818
2,15414
2,24764
2,27077
2,7189
2,26043
2,7751
2,3011
2,23302
2,27073
2,13463
2,40
2,18805
2,2724
2,14701
2,8110
2,6733
2,10561
2,27684
2,29578
2,27601
2,27710
2,27808
2,4420
2,4543
2,8540
2,14809
2,20105
2,12226
2,5728
2,6891
2,18087
2,20114
2,11265
2,10486
2,25461
2,24357
2,6213
2,25219
2,18120
2,1969
2,29770
2,6382
2,1671
2,6899
2,25174
2,27904
2,16209
2,29852
2,8136
2,28633
2,14138
2,14717
2,1309
2,17979
2,15442
2,10294
2,22335
2,26987
2,20902
2,22569
2,14199
2,4173
2,7411
2,8702
2,29356
2,7871
2,9185
2,19614
2,25761
2,12562
2,28284
2,12759
2,29232
2,21907
2,17291
2,24952
2,13541
2,1777
2,8575
2,12882
2,23428
2,4184
2,20872
2,17998
2,11225
2,17842
2,17205
2,4659
2,14165
2,29088
2,20383
2,27133
2,14037
2,4585
2,3339
2,1918
2,10783
2,18646
2,426
2,1176
2,18273
2,12404
2,17927
2,13920
2,11695
2,29309
2,21543
2,22625
2,10326
2,15773
2,9609
2,24370
2,901
2,24041
2,15332
2,5238
2,19164
2,21185
2,6682
2,3610
2,5907
2,5462
2,22980
2,10422
2,7550
2,22340
2,8667
2,15272
2,4775
2,14580
2,5680
2,6227
2,15376
2,20498
2,24482
2,18790
2,8879
2,14646
2,13067
2,3797
2,8846
2,10424
2,23554
2,16758
2,27181
2,28146
2,27334
2,27799
2,21476
2,18781
2,582
2,24563
2,16544
2,13877
2,24847
2,7483
2,17423
2,23729
2,10069
2,4409
2,10113
2,20320
2,26217
2,22942
2,19738
2,22276
2,3208
2,674
2,13853
2,26907
2,10166
2,8874
2,4718
2,19696
2,8
2,2175
2,25382
2,19520
2,26701
2,12608
2,29997
2,20303
2,4015
2,11682
2,5226
2,10915
2,13141
2,23206
2,2600
2,4981
2,15401
2,25284
2,29653
2,7447
2,27557
2,1017
2,9715
2,4478
2,19727
2,15290
2,1531
2,9583
2,28790
2,8340
2,15574
2,21555
2,1634
2,24580
2,9005
2,13502
2,23575
2,13915
2,8346
2,16315
2,25651
2,10158
2,19883
2,5863
2,9272
2,19863
2,16582
2,24510
2,22739
2,9065
2,27998
2,12163
2,23184
2,6442
2,9592
2,14640
2,29634
2,17119
2,337
2,13247
2,12732
2,20991
2,19214
2,12279
2,20339
2,13804
2,8396
2,22669
2,17293
2,13147
2,18686
2,2494
2,24739
2,6919
2,6343
2,12245
2,11553
2,16221
2,20651
2,14042
2,7243
2,5360
2,29102
2,1678
2,13362
2,28855
2,21483
2,12301
2,5756
2,25750
2,13794
2,4068
2,23890
2,28763
2,14513
2,83
2,12099
2,5039
2,9451
2,7268
2,2218
2,5017
2,13216
2,9784
2,2041
2,15136
2,23553
2,11521
2,8922
2,4406
2,27076
2,22593
2,18264
2,19686
2,10073
2,3542
2,14625
2,6640
2,19012
2,20349
2,15063
2,13894
2,10530
2,10717
2,22776
2,1364
2,583
2,26153
2,8648
2,10803
2,7023
2,30014
2,23397
2,8272
2,16733
2,8457
2,22083
2,1649
2,28867
2,23914
2,22872
2,20650
2,14537
2,11348
2,6767
2,2301
2,20923
2,7971
2,22467
2,12727
2,617
2,29331
2,13035
2,13482
2,15994
2,23675
2,19079
2,7944
2,12645
2,13611
2,29974
2,12494
2,13206
2,15100
2,25488
2,25867
2,10774
2,18423
2,18465
2,10033
2,10301
2,6909
2,5303
2,12550
2,7578
2,20419
2,18571
2,9794
2,14356
2,23564
2,9648
2,2310
2,18934
2,11745
2,5201
2,1209
2,7333
2,25243
2,12871
2,9500
2,28484
2,24471
2,20826
2,6002
2,6883
2,9680
2,27979
2,7851
2,4234
2,9620
2,17366
2,3875
2,29018
2,21949
2,17017
2,15680
2,9599
2,29343
2,14917
2,1640
2,4862
2,22922
2,16294
2,6966
2,9329
2,11814
2,15662
2,9822
2,27524
2,9773
2,21321
2,14203
2,22763
2,25351
2,11210
2,2746
2,7818
2,26511
2,16618
2,24972
2,24520
2,15344
2,16194
2,29589
2,10794
2,10780
2,25427
2,2280
2,3021
2,22394
2,9597
2,9750
2,29584
2,7745
2,8248
2,23012
2,23294
2,13797
2,7112
2,5050
2,29702
2,23403
2,5252
2,18634
2,6999
2,20537
2,18239
2,16841
2,14496
2,4028
2,8969
2,20347
2,18335
2,24856
2,25852
2,29050
2,10237
2,30059
2,1103
2,7769
2,26085
2,564
2,23562
2,6170
2,395
2,29911
2,4736
2,2189
2,21444
2,14889
2,14451
2,23159
2,2884
2,14206
2,10117
2,6946
2,3161
2,19375
2,29564
2,21393
2,29047
2,25637
2,9555
2,8379
2,2117
2,10067
2,12362
2,10076
2,11639
2,14618
2,25407
2,27520
2,27293
2,4802
2,5285
2,25211
2,22738
2,28560
2,27703
2,25506
2,16684
2,13310
2,2567
2,3415
2,7762
2,14918
2,4588
2,2926
2,16802
2,20990
2,7106
2,17258
2,25702
2,678
2,19916
2,539
2,3896
2,15036
2,3771
2,14837
2,3315
2,20424
2,14965
2,7640
2,27377
2,28932
2,14977
2,14197
2,11795
2,24314
2,26091
2,23230
2,24136
2,1110
2,24452
2,23032
2,17243
2,8664
2,29995
2,11798
2,15465
2,3527
2,11717
2,24368
2,20298
2,3981
2,29117
2,28394
2,13630
2,17972
2,2749
2,16590
2,18754
2,22320
2,6761
2,28226
2,15949
2,25894
2,5499
2,20439
2,16563
2,4284
2,6095
2,28286
2,28080
2,29566
2,22302
2,7040
2,14228
2,20398
2,23241
2,15284
2,16119
2,14888
2,3383
2,15028
2,20047
2,18173
2,3423
2,4745
2,5665
2,23592
2,4817
2,172
2,6800
2,16167
2,20407
2,7331
2,11672
2,29246
2,6621
2,25448
2,23801
2,24287
2,15814
2,16054
2,25434
2,23080
2,3213
2,29071
2,5718
2,24310
2,26552
2,29225
2,23875
2,3970
2,2401
2,1715
2,9585
2,11293
2,5200
2,26354
2,10678
2,4216
2,22039
2,26981
2,10503
2,3410
2,27082
2,4443
2,30105
2,21194
2,23690
2,4625
2,2544
2,5764
2,13613
2,2397
2,9009
2,18500
2,27507
2,12708
2,8052
2,12855
2,24235
2,29423
2,1917
2,16437
2,12805
2,22259
2,13886
2,21280
2,26773
2,29512
2,17327
2,7635
2,23328
2,16183
2,11218
2,24958
2,8235
2,9616
2,20832
2,20299
2,17847
2,13063
2,24410
2,21354
2,17299
2,7958
2,5752
2,3830
2,27316
2,28338
2,20113
2,209
2,8207
2,1892
2,16639
2,5381
2,24134
2,28314
2,13838
2,18140
2,25658
2,15726
2,14759
2,9501
2,7704
2,6429
2,14579
2,14975
2,22352
2,6810
2,15086
2,15553
2,3126
2,1066
2,27560
2,12595
2,23366
2,28992
2,23931
2,28034
2,460
2,10487
2,26355
2,20575
2,13593
2,19263
2,27897
2,24503
2,5250
2,13489
2,24133
2,14739
2,1421
2,29731
2,2935
2,13774
2,21353
2,7211
2,8302
2,22737
2,6300
2,14490
2,293
2,13163
2,23038
2,477
2,26046
2,7210
2,25851
2,17156
2,22471
2,28470
2,26937
2,19813
2,13689
2,22549
2,5005
2,21485
2,5843
2,343
2,7736
2,551
2,5432
2,330
2,12751
2,14317
2,20968
2,595
2,20953
2,6713
2,17947
2,4492
2,8597
2,8741
2,10553
2,29835
2,24367
2,18987
2,10205
2,3504
2,23447
2,10900
2,24426
2,9031
2,15946
2,27769
2,16116
2,15971
2,11855
2,5675
2,13510
2,25125
2,4441
2,4223
2,25076
2,24806
2,17059
2,27486
2,3672
2,23975
2,8727
2,12878
2,24809
2,7780
2,27199
2,3806
2,11523
2,10420
2,10918
2,18902
2,23594
2,7506
2,2895
2,9949
2,18282
2,29260
2,26144
2,26295
2,17196
2,29539
2,26160
2,250
2,14790
2,17657
2,6880
2,13011
2,2908
2,23647
2,28513
2,10338
2,23103
2,28769
2,18481
2,7124
2,8232
2,24269
2,5847
2,26780
2,16150
2,19544
2,5489
2,14655
2,2523
2,20434
2,17783
2,11259
2,3928
2,18326
2,25463
2,20120
2,16552
2,21412
2,9089
2,20404
2,24212
2,8350
2,10769
2,18298
2,29282
2,13459
2,21112
2,17312
2,18384
2,9460
2,21793
2,3004
2,983
2,7548
2,21069
2,11765
2,7784
2,4294
2,13051
2,12
2,3320
2,3316
2,14106
2,13717
2,4643
2,15498
2,12152
2,8389
2,16142
2,7486
2,9733
2,29298
2,29582
2,17241
2,6083
2,13919
2,1173
2,27420
2,13352
2,17971
2,26481
2,1326
2,29079
2,17194
2,24765
2,29128
2,12919
2,22924
2,17361
2,28619
2,10012
2,24873
2,17848
2,2442
2,28096
2,12457
2,23445
2,24374
2,13844
2,18963
2,23835
2,18488
2,29275
2,10215
2,24772
2,17844
2,4850
2,15976
2,397
2,2332
2,24975
2,10690
2,916
2,20976
2,8892
2,11100
2,366
2,28489
2,623
2,24301
2,17253
2,22427
2,12980
2,1099
2,8964
2,2736
2,20856
2,15635
2,29763
2,24908
2,25473
2,23145
2,26259
2,6320
2,362
2,3799
2,28990
2,18862
2,12270
2,8801
2,5997
2,10121
2,4896
2,28557
2,22544
2,18334
2,14810
2,20617
2,15618
2,17678
2,25380
2,22632
2,17876
2,3538
2,23398
2,28534
2,22292
2,15448
2,21912
2,2077
2,25223
2,6038
2,18267
2,17271
2,16008
2,3546
2,6318
2,12047
2,24901
2,10637
2,18726
2,22442
2,14590
2,18998
2,4529
2,18626
2,771
2,8172
2,29952
2,14152
2,7479
2,18056
2,3019
2,28583
2,17126
2,3029
2,14595
2,12592
2,14273
2,1775
2,24171
2,30053
2,7940
2,21228
2,675
2,1435
2,3668
2,19404
2,9557
2,1889
2,26777
2,28597
2,10497
2,17915
2,19025
2,26687
2,6735
2,2303
2,26627
2,20453
2,21700
2,17660
2,8305
2,21960
2,8395
2,16491
2,15908
2,20957
2,10902
2,6494
2,6251
2,23110
2,13632
2,11886
2,12957
2,18097
2,3009
2,14021
2,15378
2,11286
2,1129
2,23508
2,21651
2,9076
2,19564
2,435
2,30047
2,21337
2,15686
2,23377
2,601
2,20789
2,20895
2,27538
2,11458
2,4390
2,9477
2,2451
2,27764
2,20620
2,14461
2,14621
2,18412
2,6319
2,23929
2,1352
2,7702
2,21758
2,17641
2,13669
2,8296
2,15935
2,18668
2,22150
2,4405
2,26464
2,22537
2,22987
2,18990
2,15959
2,3253
2,9325
2,27402
2,13706
2,16362
2,26591
2,25940
2,5575
2,3090
2,6576
2,28270
2,7295
2,12504
2,25053
2,24910
2,14578
2,10895
2,10299
2,30084
2,4242
2,21626
2,3699
2,1144
2,27748
2,15858
2,4530
2,12026
2,2439
2,22802
2,11899
2,18464
2,26284
2,21857
2,3202
2,12327
2,20467
2,23310
2,2531
2,22339
2,25196
2,24589
2,26283
2,27702
2,18248
2,20218
2,3635
2,10275
2,12856
2,19706
2,5598
2,26089
2,5824
2,19644
2,20682
2,22061
2,24937
2,5243
2,18535
2,1533
2,23507
2,1871
2,13069
2,1980
2,27333
2,1168
2,4749
2,2875
2,25578
2,15758
2,8093
2,16440
2,2882
2,22720
2,9610
2,1514
2,28195
2,4788
2,12239
2,17026
2,20018
2,20066
2,18000
2,7260
2,7860
2,28109
2,18098
2,19271
2,5495
2,13349
2,3594
2,12021
2,13633
2,27552
2,20635
2,7950
2,25732
2,2152
2,25828
2,1644
2,15929
2,13700
2,11457
2,15362
2,21828
2,9192
2,3552
2,28136
2,4179
2,15897
2,24437
2,15771
2,11507
2,26961
2,28816
2,18193
2,23581
2,5273
2,19746
2,9221
2,25176
2,17604
2,25668
2,11948
2,7551
2,4799
2,11833
2,14776
2,13169
2,5140
2,8268
2,25164
2,20612
2,9484
2,9071
2,13988
2,8656
2,15280
2,20758
2,26232
2,9292
2,2060
2,25291
2,9649
2,1230
2,2178
2,22321
2,25971
2,27152
2,11163
2,12960
2,2084
2,380
2,4260
2,27036
2,21356
2,16997
2,24029
2,10772
2,11450
2,16458
2,7810
2,23936
2,3129
2,16505
2,1802
2,12159
2,7518
2,29226
2,751
2,3840
2,11990
2,2770
2,5162
2,10296
2,2502
2,14518
2,14709
2,1895
2,5644
2,23870
2,12866
2,630
2,14101
2,18929
2,20379
2,2693
2,1843
2,11800
2,2142
2,26670
2,17282
2,6027
2,3650
2,23334
2,4021
2,16696
2,27048
2,14556
2,17074
2,14907
2,14700
2,4921
2,17796
2,8857
2,25416
2,19997
2,12633
2,26618
2,24193
2,2036
2,21757
2,11524
2,17292
2,18302
2,6939
2,1676
2,24299
2,18659
2,375
2,28941
2,23082
2,20658
2,13047
2,4751
2,22305
2,28156
2,21607
2,5336
2,2950
2,11590
2,19506
2,29155
2,354
2,27647
2,15992
2,2963
2,5402
2,208
2,4331
2,26700
2,6468
2,22837
2,12862
2,10375
2,1270
2,19879
2,3020
2,16665
2,3545
2,27020
2,4560
2,16937
2,8000
2,9971
2,12707
2,14683
2,29741
2,8474
2,12839
2,3859
2,22773
2,21271
2,15912
2,14141
2,17098
2,6202
2,7606
2,7429
2,22771
2,15948
2,20247
2,29314
2,699
2,8048
2,4393
2,4120
2,2165
2,21220
2,6378
2,10653
2,23937
2,26889
2,7104
2,19212
2,20469
2,577
2,11224
2,22598
2,16161
2,24853
2,21948
2,27620
2,9276
2,23747
2,29380
2,29360
2,19895
2,914
2,12929
2,21881
2,11048
2,22279
2,9686
2,8604
2,27018
2,16331
2,8464
2,23621
2,1313
2,7143
2,3307
2,14989
2,4923
2,19600
2,8598
2,21304
2,2888
2,27434
2,28631
2,934
2,15526
2,5868
2,1599
2,11904
2,18291
2,14252
2,27736
2,29344
2,15504
2,18886
2,5416
2,2158
2,18855
2,2148
2,8737
2,26387
2,4092
2,14276
2,28923
2,16292
2,21398
2,28632
2,7667
2,20810
2,10775
2,581
2,12681
2,3234
2,373
2,28205
2,1778
2,18090
2,22053
2,6117
2,11195
2,8371
2,18015
2,28411
2,26809
2,16201
2,22873
2,21611
2,481
2,29672
2,16537
2,11499
2,11217
2,999
2,13196
2,6749
2,24664
2,23340
2,16030
2,28121
2,20257
2,13083
2,7122
2,6771
2,23421
2,6166
2,14053
2,1344
2,6876
2,24943
2,9363
2,14073
2,21941
2,8626
2,22855
2,24810
2,1926
2,11804
2,22906
2,19962
2,9085
2,8651
2,19915
2,7931
2,489
2,25203
2,16245
2,4527
2,23404
2,29700
2,21164
2,14742
2,13680
2,14333
2,9968
2,16144
2,9434
2,7501
2,23459
2,73
2,3051
2,519
2,19055
2,5603
2,2192
2,10970
2,11545
2,2938
2,27385
2,23924
2,14159
2,4453
2,3642
2,5477
2,15285
2,1478
2,3470
2,12122
2,28930
2,7827
2,10190
2,26590
2,17975
2,4058
2,16705
2,14882
2,25717
2,8949
2,24375
2,3766
2,9512
2,27573
2,19003
2,20841
2,10666
2,26823
2,17804
2,3458
2,5978
2,2029
2,178
2,15169
2,3786
2,5981
2,26055
2,26188
2,5898
